0,ling4
神器,san4 hei3
祖國,zou2 gwok3
祠堂,ci4 tong2
祖墓,zou2 mou6
祖墳,zou2 fan4
神壇,san4 taan4
神女,san4 neoi2
神威,san4 wai1
神婆,san4 po4
神字邊,san4 zi6 bin1
神學,san4 hok6
神學博士,san4 hok6 bok3 si6
神學士,san4 hok6 si6
神學學士,san4 hok6 hok6 si6
神學家,san4 hok6 gaa1
神學生,san4 hok6 saang1
神學院,san4 hok6 jyun2
神宇,san4 jyu5
祖宗,zou2 zung1
祖家,zou2 gaa1
祖居,zou2 geoi1
祖屋,zou2 uk1
神山,san4 saan1
神州,san4 zau1
神巫,san4 mou4
祖師,zou2 si1
祖師爺,zou2 si1 je4
祖廟,zou2 miu2
神志,san4 zi3
神思,san4 si1
神性,san4 sing3
神怪,san4 gwaai3
神情,san4 cing4
神意,san4 ji3
神態,san4 taai3
神探,san4 taam3
神效,san4 haau6
祝文,zuk1 man4
神明,san4 ming4
神智,san4 zi3
神曲,san4 kuk1
神木,san4 muk6
神棍,san4 gwan3
祖業,zou2 jip6
神機,san4 gei1
神檯,san4 toi4
神檯, san4 toi2
神權,san4 kyun4
神權政治,san4 kyun4 zing3 zi6
神殿,san4 din6
祖母,zou2 mou5
祖母綠,zou2 mou5 luk6
神氣,san4 hei3
神沙,san4 saa1
祖父,zou2 fu6
神父,san4 fu6
祖父母,zou2 fu6 mou5
神獸,san4 sau3
神甫,san4 fu2
神異,san4 ji6
祛痘,keoi1 dau2
神社,san4 se5
神祇,san4 kei4
祖祖輩輩,zou2 zou2 bui3 bui3
祝福,zuk1 fuk1
神福,san4 fuk1
神秘,san4 bei3
神秘主義,san4 bei3 zyu2 ji6
神童,san4 tung4
神算,san4 syun3
神算子,san4 syun3 zi2
祖籍,zou2 zik6
神經,san4 ging1
神經傳導物質,san4 ging1 cyun4 dou6 mat6 zat1
神經元,san4 ging1 jyun4
神經內膜,san4 ging1 noi6 mok2
神經外科,san4 ging1 ngoi6 fo1
神經外膜,san4 ging1 ngoi6 mok2
神經學,san4 ging1 hok6
神經官能症,san4 ging1 gun1 nang4 zing3
神經性,san4 ging1 sing3
神經性厭食,san4 ging1 sing3 jim3 sik6
神經性毒劑,san4 ging1 sing3 duk6 zai1
神經戰,san4 ging1 zin3
神經束膜,san4 ging1 cuk1 mok2
神經母細胞,san4 ging1 mou5 sai3 baau1
神經毒素,san4 ging1 duk6 sou3
神經病,san4 ging1 beng6
神經症,san4 ging1 zing3
神經病學,san4 ging1 beng6 hok6
神經痛,san4 ging1 tung3
神經科,san4 ging1 fo1
神經科學,san4 ging1 fo1 hok6
神經節,san4 ging1 zit3
神經管,san4 ging1 gun2
神經系統,san4 ging1 hai6 tung2
神經細胞,san4 ging1 sai3 baau1
神經網絡,san4 ging1 mong5 lok3
神經網路,san4 ging1 mong5 lou6
神經線,san4 ging1 sin3
神經纖維,san4 ging1 cim1 wai4
神經纖維瘤,san4 ging1 cim1 wai4 lau2
神經膠質細胞,san4 ging1 gaau1 zat1 sai3 baau1
神經衝動,san4 ging1 cung1 dung6
神經衰弱,san4 ging1 seoi1 joek6
神經語言學,san4 ging1 jyu5 jin4 hok6
神經質,san4 ging1 zat1
神經過敏,san4 ging1 gwo3 man5
神經鞘,san4 ging1 ciu3
神經鞘瘤,san4 ging1 ciu3 lau2
神經鞘磷脂,san4 ging1 ciu3 leon4 zi1
神聖不可侵犯,san4 sing3 bat1 ho2 cam1 faan6
神職,san4 zik1
神職人員,san4 zik1 jan4 jyun4
神色,san4 sik1
祝融,zuk1 jung4
祖訓,zou2 fan3
神話,san4 waa2
神話學,san4 waa2 hok6
祖語,zou2 jyu5
神諭,san4 jyu6
神跡,san4 zik1
祖輩,zou2 bui3
神輿,san4 jyu4
神通,san4 tung1
神道,san4 dou6
祝酒,zuk1 zau2
神醫,san4 ji1
神采,san4 coi2
神靈,san4 ling4
神韻,san4 wan5
神韻,san4 wan6
神風,san4 fung1
神魂,san4 wan4
祓魔師,fat1 mo1 si1
祖魯人,zou2 lou5 jan4
神鷹,san4 jing1
神麴,san4 kuk1
神麴,san4 guk1
神龍,san4 lung4
神龕,san4 ham1
祧,tiu1
票,biu1
票,piu3
祭,zai3
票倉,piu3 cong1
票價,piu3 gaa3
祭典,zai3 din2
票務,piu3 mou6
票匭,piu3 gwai2
票友,piu3 jau5
祭司,zai3 si1
祭器,zai3 hei3
祭壇,zai3 taan4
祭奠,zai3 din6
票子,piu3 zi2
祭巾,zai3 gan1
票房,piu3 fong4
祭披,zai3 pei1
票據,piu3 geoi3
祭文,zai3 man4
祥林嫂,coeng4 lam4 sou2
票根,piu3 gan1
票源,piu3 jyun4
祭物,zai3 mat6
祭獻,zai3 hin3
祥瑞,coeng4 seoi6
票站,piu3 zaam6
票箱,piu3 soeng1
祭臺,zai3 toi4
票莊,piu3 zong1
票販子,piu3 faan2 zi2
祲,zam1
祲,zam3
視,si6
視交叉,si6 gaau1 caa1
視像診症,si6 zoeng6 can2 zing3
視像通話,si6 zoeng6 tung1 waa6
視光師,si6 gwong1 si1
視力,si6 lik6
視力表,si6 lik6 biu2
視唱,si6 coeng3
視圖,si6 tou4
視差,si6 caa1
視界,si6 gaai3
視神經乳頭,si6 san4 ging1 jyu5 tau4
視窗,si6 coeng1
視網膜,si6 mong5 mok2
視線,si6 sin3
視聽,si6 ting3
視聽,si6 ting1
視覺,si6 gok3
視覺效果,si6 gok3 haau6 gwo2
視覺藝術,si6 gok3 ngai6 seot6
視角,si6 gok3
視訊,si6 seon3
視野,si6 je5
視錯覺,si6 co3 gok3
視閾,si6 wik6
視障,si6 zoeng3
視頻,si6 pan4
視頻展示臺,si6 pan4 zin2 si6 toi4
視點,si6 dim2
祼,gun3
祾,ling4
祿,luk6
禁,gam1
禁,kam1
禂,tou2
禁令,gam3 ling6
祿位,luk6 wai6
禁例,gam3 lai6
禁制令,gam3 zai3 ling6
禁區,gam3 keoi1
禁區紙,gam3 keoi1 zi2
祿命,luk6 ming6
禁品,gam3 ban2
禁忌,gam3 gei6
禁慾,gam3 juk6
禁慾主義,gam3 juk6 zyu2 ji6
禁指,gam3 zi2
禁書,gam3 syu1
禁果,gam3 gwo2
禁歌,gam3 go1
禁止令,gam3 zai3 ling6
禁治產,gam1 zi6 caan2
禁臠,gam3 lyun5
禁藥,gam3 joek6
祿蠹,luk6 dou3
禁製品,gam3 zai3 ban2
禁軍,gam3 gwan1
禁酒令,gam3 zau2 ling6
禁飛區,gam3 fei1 keoi1
禁飛名單,gam3 fei1 ming4 daan1
祿馬,luk6 maa5
禊,hai6
禍,wo6
禍,wo5
禎,zing1
福,fuk1
禐,jyun6
禔,tai4
禘,dai3
禍亂,wo6 lyun6
禍事,wo6 si6
福佬,fuk1 lou2
福傳,fuk1 cyun4
福克蘭狼,fuk1 hak1 laan4 long4
福分,fuk1 fan6
福利,fuk1 lei6
福利事業,fuk1 lei6 si6 jip6
福利社會,fuk1 lei6 se5 wui2
福利資本主義,fuk1 lei6 zi1 bun2 zyu2 ji6
福利金,fuk1 lei6 gam1
福利院,fuk1 lei6 jyun2
福地,fuk1 dei6
福壽,fuk1 sau6
福壽螺,fuk1 sau6 lo2
福壽魚,fuk1 sau6 jyu2
禍害,wo6 hoi6
福州話,fuk1 zau1 waa2
福建人,fuk1 gin3 jan4
福建佬,fuk1 gin3 lou2
福建幫,fuk1 gin3 bong1
福建炒飯,fuk1 gin3 caau2 faan6
福建話,fuk1 gin3 waa2
福建麵,fuk1 gin3 min6
福德,fuk1 dak1
禍心,wo6 sam1
禍患,wo6 waan6
福星,fuk1 sing1
福晉,fuk1 zeon3
福林,fuk1 lam4
禍根,wo6 gan1
福氣,fuk1 hei3
禍水,wo6 seoi2
禍水妞,wo6 seoi2 nau2
福清話,fuk1 cing1 waa2
福澤,fuk1 zaak6
福爾摩斯,fuk1 ji5 mo1 si1
福特,fuk1 dak6
福田,fuk1 tin4
福相,fuk1 soeng3
福祉,fuk1 zi2
禎祥,zing1 coeng4
福祿,fuk1 luk6
福祿壽,fuk1 luk6 sau6
禍福,wo6 fuk1
禍端,wo6 dyun1
禍胎,wo6 toi1
福袋,fuk1 doi2
福音,fuk1 jam1
福音主義,fuk1 jam1 zyu2 ji6
福音書,fuk1 jam1 syu1
福音派,fuk1 jam1 paai3
禍首,wo6 sau2
禚,zoek3
禜,wing6
禠,si1
禡,maa6
禦寒,jyu6 hon4
禧,hei1
禧,hei2
禪,sim4
禪,sin4
禫,daam6
禫,taam5
禪堂,sim4 tong4
禪學,sim4 hok6
禪宗,sim4 zung1
禪定,sim4 ding6
禪寺,sim4 zi2
禪師,sim4 si1
禪房,sim4 fong4
禪杖,sim4 zoeng6
禪林,sim4 lam4
禪機,sim4 gei1
禪理,sim4 lei5
禪院,sim4 jyun2
禮,lai5
禮俗,lai5 zuk6
禮儀,lai5 ji4
禮儀之邦,lai5 ji4 zi1 bong1
禮券,lai5 gyun3
禮券,lai5 hyun3
禮品,lai5 ban2
禮品卡,lai5 ban2 kaat1
禮品店,lai5 ban2 dim3
禮器,lai5 hei3
禮堂,lai5 tong4
禮學,lai5 hok6
禮成詠,lai5 sing4 wing6
禮拜,lai5 baai3
禮拜一,lai5 baai3 jat1
禮拜三,lai5 baai3 saam1
禮拜二,lai5 baai3 ji6
禮拜五,lai5 baai3 ng5
禮拜儀式,lai5 baai3 ji4 sik1
禮拜六,lai5 baai3 luk6
禮拜四,lai5 baai3 sei3
禮拜堂,lai5 baai3 tong4
禮拜天,lai5 baai3 tin1
禮拜寺,lai5 baai3 zi2
禮拜尾,lai5 baai3 mei5
禮拜日,lai5 baai3 jat6
禮教,lai5 gaau3
禮數,lai5 sou3
禮服,lai5 fuk6
禮樂,lai5 ngok6
禮法,lai5 faat3
禮炮,lai5 paau3
禮物,lai5 mat6
禮物卡,lai5 mat6 kaat1
禮畢,lai5 bat1
禮盒,lai5 hap6
禮節,lai5 zit3
禮經,lai5 ging1
禮義,lai5 ji6
禮義廉恥,lai5 ji6 lim4 ci2
禮衣邊,lai5 ji1 bin1
禮貌,lai5 maau6
禮遇,lai5 jyu6
禮金,lai5 gam1
禱文,tou2 man4
禳,joeng4
禵,tai4
禶,zaan6
禸,jau2
禺,jyu6
离,ci1
禽,kam4
萬,maan6
萬一,maan6 jat1
萬世,maan6 sai3
萬乘,maan6 sing6
萬事,maan6 si6
萬事通,maan6 si6 tung1
萬事達,maan6 si6 daat6
萬人,maan6 jan4
萬人塚,maan6 jan4 cung2
萬人迷,maan6 jan4 mai4
萬代,maan6 doi6
萬億,maan6 jik1
萬力,maan6 lik6
萬劫,maan6 gip3
萬古,maan6 gu2
萬國,maan6 gwok3
萬國旗,maan6 gwok3 kei4
萬壽,maan6 sau6
萬壽果,maan6 sau6 gwo2
萬壽菊,maan6 sau6 guk1
萬姓,maan6 sing3
萬子,maan6 zi2
萬字,maan6 zi6
萬字夾,maan6 zi6 gaap2
萬字夾,maan6 zi6 gep2
萬字夾,maan6 zi6 gip2
萬字底,maan6 zi6 dai2
萬字旗,maan6 zi6 kei4
萬年,maan6 nin4
萬年曆,maan6 nin4 lik6
萬年油,maan6 nin4 jau4
萬幾,maan6 gei1
萬惡之源,maan6 ok3 zi1 jyun4
萬方,maan6 fong1
萬有,maan6 jau5
萬有引力,maan6 jau5 jan5 lik6
萬歲,maan6 seoi3
萬歲爺,maan6 seoi3 je4
萬歲衝鋒,maan6 seoi3 cung1 fung4
萬民,maan6 man4
禽流感,kam4 lau4 gam2
萬物,maan6 mat6
禽獸,kam4 sau3
萬用刀,maan6 jung6 dou1
萬用錶,maan6 jung6 biu1
萬眾,maan6 zung3
萬福,maan6 fuk1
萬萬,maan6 maan6
萬聖夜,maan6 sing3 je6
萬能,maan6 nang4
萬能key,maan6 nang4 ki1
萬能插蘇,maan6 nang4 caap3 sou1
萬能梗,maan6 nang4 gang2
萬能膠,maan6 nang4 gaau1
萬能鑰匙,maan6 nang4 joek6 si4
萬花筒,maan6 faa1 tung4
萬葉,maan6 jip6
萬葉假名,maan6 jip6 gaa2 ming4
禽蛋,kam4 daan2
萬象,maan6 zoeng6
萬貫,maan6 gun3
萬軍,maan6 gwan1
萬里,maan6 lei5
萬金油,maan6 gam1 jau4
萬金油,maan6 gam1 jau2
萬鈞,maan6 gwan1
萬鍾,maan6 zung1
萬難,maan6 naan6
萬靈丹,maan6 ling4 daan1
禽鳥,kam4 niu5
禾,wo4
禾場,wo4 coeng4
禾木旁,wo4 muk6 pong4
禾田,wo4 tin4
禾稈,wo4 gon2
禾稈草,wo4 gon2 cou2
禾花雀,wo4 faa1 zoek2
禾花雀,wo4 faa1 zoek3
禾苗,wo4 miu4
禾草,wo4 cou2
禾蟲,wo4 cung4
禾鐮,wo4 lim4
禾雀,wo4 zoek2
䄧,jing4
秀,sau3
私事,si1 si6
私交,si1 gaau1
私人,si1 jan4
私人偵探,si1 jan4 zing1 taam3
私人條例草案,si1 jan4 tiu4 lai6 cou2 on3
私仇,si1 sau4
私企,si1 kei5
私信,si1 seon3
私函,si1 haam4
私刑,si1 jing4
私利,si1 lei6
禿參,tuk1 sam1
私囊,si1 nong4
私塾,si1 suk6
私娼,si1 coeng1
禿子,tuk1 zi2
私家,si1 gaa1
私家偵探,si1 gaa1 zing1 taam3
私家車,si1 gaa1 ce1
私密,si1 mat6
禿寶蓋,tuk1 bou2 goi3
禿山,tuk1 saan1
私己,si1 gei2
私己錢,si1 gei2 cin2
私德,si1 dak1
私心,si1 sam1
私念,si1 nim6
私情,si1 cing4
私慾,si1 juk6
私憤,si1 fan5
私房,si1 fong4
私房菜,si1 fong4 coi3
私房話,si1 fong4 waa6
私房錢,si1 fong4 cin2
秀才,sau3 coi4
秀才,sau3 coi2
私教,si1 gaau3
禿斑,tuk1 baan1
私有制,si1 jau5 zai3
私有化,si1 jau5 faa3
私有財產,si1 jau5 coi4 caan2
私校,si1 haau6
私法,si1 faat3
私煙,si1 jin1
私營企業,si1 jing4 kei5 jip6
私生子,si1 sang1 zi2
私生活,si1 sang1 wut6
私生飯,si1 sang1 faan6
私產,si1 caan2
禿瘡,tuk1 cong1
私秘,si1 bei3
私立學校,si1 laap6 hok6 haau6
禿筆,tuk1 bat1
秀色,sau3 sik1
私蓄,si1 cuk1
私藏,si1 cong4
私處,si1 cyu3
私見,si1 gin3
私訊,si1 seon3
私語,si1 jyu5
私讎,si1 sau4
私貨,si1 fo3
私邸,si1 dai2
私鐘,si1 zung1
私隱,si1 jan2
私隱權,si1 jan2 kyun4
禿頂,tuk1 deng2
禿頭,tuk1 tau4
禿驢,tuk1 leoi4
禿髮,tuk1 faat3
秀髮,sau3 faat3
禿鷲,tuk1 zau6
禿鷹,tuk1 jing1
私黨,si1 dong2
䄩,jik6
秈,sin1
秉,bing2
秉性,bing2 sing3
秈米,sin1 mai5
秋,cau1
种,cung4
秏,hou3
科,fo1
秒,miu5
秕,bei2
秖,zi1
秖,zi2
秖,kei4
秋刀魚,cau1 dou1 jyu2
秋分點,cau1 fan1 dim2
科卡士,fo1 kaa1 si2
科多巴,fo1 do1 baa1
科大,fo1 daai6
秋天,cau1 tin1
秕子,bei2 zi2
秋季,cau1 gwai3
科學,fo1 hok6
科學主義,fo1 hok6 zyu2 ji6
科學家,fo1 hok6 gaa1
科學幻想,fo1 hok6 waan6 soeng2
科學性,fo1 hok6 sing3
科學技術,fo1 hok6 gei6 seot6
科學普及,fo1 hok6 pou2 kap6
科學界,fo1 hok6 gaai3
科學研究,fo1 hok6 jin4 gau3
科學至上主義,fo1 hok6 zi3 soeng6 zyu2 ji6
科學記數法,fo1 hok6 gei3 sou3 faat3
科學院,fo1 hok6 jyun2
科室,fo1 sat1
科幻,fo1 waan6
科幻片,fo1 waan6 pin2
秋意,cau1 ji3
科技,fo1 gei6
科技樹,fo1 gei6 syu6
秋收,cau1 sau1
科教,fo1 gaau3
科文,fo1 man2
秋景,cau1 ging2
科普,fo1 pou2
科普特人,fo1 pou2 dak6 jan4
科普特語,fo1 pou2 dak6 jyu5
秋月,cau1 jyut6
科朗,fo1 long5
科榜,fo1 bong2
秋毫,cau1 hou4
科氏力,fo1 si6 lik6
秋水,cau1 seoi2
科水,fo1 seoi2
秋水仙,cau1 seoi2 sin1
秋河,cau1 ho4
秋波,cau1 bo1
秋海棠,cau1 hoi2 tong4
秋涼,cau1 loeng4
科班,fo1 baan1
科目,fo1 muk6
科研,fo1 jin4
秕穀,bei2 guk1
秕糠,bei2 hong1
秋糧,cau1 loeng4
科系,fo1 hai6
科考,fo1 haau2
秋老虎,cau1 lou5 fu2
科舉,fo1 geoi2
秋色,cau1 sik1
秋葉,cau1 jip6
秋葵,cau1 kwai4
秋葵莢,cau1 kwai4 gaap3
科西嘉語,fo1 sai1 gaa1 jyu5
科里奧利力,fo1 lei5 ou3 lei6 lik6
秒針,miu5 zam1
秒錶,miu5 biu1
秒錶,miu5 biu2
秒鐘,miu5 zung1
科長,fo1 zoeng2
科隆香水,fo1 lung4 hoeng1 seoi2
秋雨,cau1 jyu5
秋霖,cau1 lam4
秋風,cau1 fung1
科騷,fo1 sou1
秘,bei3
秘,bai3
租,zou1
秤,cing3
秤,ping4
秧,joeng1
秩,dit6
秫,seot6
秬,geoi6
租價,zou1 gaa3
秘史,bei3 si2
秦吉了,ceon4 gat1 liu5
秦吉子,ceon4 gat1 zi2
秘境,bei3 ging2
租契,zou1 kai3
秧子,joeng1 zi2
租客,zou1 haak3
秘密,bei3 mat6
秘密結社,bei3 mat6 git3 se5
秘密警察,bei3 mat6 ging2 caat3
秩序,dit6 zeoi6
租戶,zou1 wu6
秘技,bei3 gei6
秘方,bei3 fong1
秤星,cing3 sing1
秘書,bei3 syu1
秘書處,bei3 syu1 cyu3
秘書長,bei3 syu1 zoeng2
秘本,bei3 bun2
秤桿,cing3 gon1
秦椒,ceon4 ziu1
秧歌,joeng1 go1
秦火,ceon4 fo2
秦琴,ceon4 kam4
秧田,joeng1 tin4
租界,zou1 gaai3
秤盤,cing3 pun4
秤砣,cing3 to4
租租,zou1 zou1
租稅,zou1 seoi3
秘笈,bei3 kap1
秦箏,ceon4 zang1
秦篆,ceon4 syun6
秘籍,bei3 zik6
租約,zou1 joek3
秤紐,cing3 nau2
秘聞,bei3 man4
秦腔,ceon4 hong1
秘色,bei3 sik1
秦艽,ceon4 gaau1
秦艽,ceon4 gau2
秘訣,bei3 kyut3
租費,zou1 fai3
秘辛,bei3 san1
租金,zou1 gam1
秤鉤,cing3 ngau1
租錢,zou1 cin2
秤錘,cing3 ceoi4
秧雞,joeng1 gai1
䅃,kung4
秸,gaai1
移動電源,ji4 dung6 din6 jyun4
移動電話,ji4 dung6 din6 waa2
移情,ji4 cing4
移栽,ji4 zoi1
移民,ji4 man4
移民官,ji4 man4 gun1
移民局,ji4 man4 guk2
移民監,ji4 man4 gaam1
移民者,ji4 man4 ze2
秸稈,gaai1 gon2
移調,ji4 diu6
秿,fu6
稀,hei1
稂,long4
稃,fu1
稅,seoi3
稈,gon2
程,cing4
稍,saau2
稅制,seoi3 zai3
稅務,seoi3 mou6
稅務局,seoi3 mou6 guk2
稅務機關,seoi3 mou6 gei1 gwaan1
稅吏,seoi3 lei6
稅單,seoi3 daan1
稀土,hei1 tou2
稀土元素,hei1 tou2 jyun4 sou3
稀土金屬,hei1 tou2 gam1 suk6
稈子,gon2 zi2
稀客,hei1 haak3
稅局,seoi3 guk2
程序,cing4 zeoi6
程序公義,cing4 zeoi6 gung1 ji6
程序員,cing4 zeoi6 jyun4
程序法,cing4 zeoi6 faat3
程度,cing4 dou6
程式,cing4 sik1
程式語言,cing4 sik1 jyu5 jin4
稅收,seoi3 sau1
稀有元素,hei1 jau5 jyun4 sou3
稅款,seoi3 fun2
稅法,seoi3 faat3
稅率,seoi3 leot2
稀疏,hei1 so1
稀粥,hei1 zuk1
稀缺性,hei1 kyut3 sing3
稀罕,hei1 hon2
稀釋劑,hei1 sik1 zai1
稅金,seoi3 gam1
稅關,seoi3 gwaan1
稅階,seoi3 gaai1
稀飯,hei1 faan6
䅘,loi4
稔,jam5
稔,nam5
稕,zeon3
稗,bai6
稗,bai2
稗,baai6
稗,pei4
稘,gei1
稚,zi6
稜,ling4
稜,ling6
稞,fo1
稞,fo3
稟,ban2
稗仔,bai6 zai2
稗子,bai6 zi2
稗子,baai6 zi2
稗官,bai6 gun1
稗官,baai6 gun1
稟性,ban2 sing3
稜柱,ling4 cyu5
稚氣,zi6 hei3
稟賦,ban2 fu3
稜錐,ling4 zeoi1
種,zung2
稱,cing1
稱呼,cing1 fu1
種姓,zung2 sing3
種子,zung2 zi2
種小名,zung2 siu2 ming4
種族,zung2 zuk6
種族主義,zung2 zuk6 zyu2 ji6
種族主義者,zung2 zuk6 zyu2 ji6 ze2
種族歧視,zung2 zuk6 kei4 si6
種族滅絕,zung2 zuk6 mit6 zyut6
種族隔離,zung2 zuk6 gaak3 lei4
種植園,zung3 zik6 jyun4
種植牙,zung3 zik6 ngaa4
種牛,zung2 ngau4
種群,zung2 kwan4
稱義,cing1 ji6
稱號,cing1 hou6
稱謂,cing1 wai6
種類,zung2 leoi6
種馬,zung2 maa5
稶,juk1
稻,dou6
稼,gaa3
稿,gou2
穀,guk1
稿件,gou2 gin6
穀倉,guk1 cong1
稻子,dou6 zi2
稿子,gou2 zi2
穀子,guk1 zi2
稿本,gou2 bun2
稽查,kai1 caa4
稽查員,kai1 caa4 jyun4
稻殼,dou6 hok3
穀氨酸,guk1 on1 syun1
穀氨酸鈉,guk1 on1 syun1 naap6
穀牛,guk1 ngau4
穀物,guk1 mat6
稻田,dou6 tin4
稻秧,dou6 joeng1
稻穀,dou6 guk1
稻穗,dou6 seoi6
穀穗,guk1 seoi6
稼穡,gaa3 sik1
稻米,dou6 mai5
穀粒,guk1 lap1
穀糠,guk1 hong1
稿紙,gou2 zi2
稻苗,dou6 miu4
稻草,dou6 cou2
稻草人,dou6 cou2 jan4
稻草人,dou6 cou2 jan2
稿費,gou2 fai3
穀類,guk1 leoi6
穀風,guk1 fung1
穄,zai3
穆,muk6
穈,mun4
穋,luk6
積,zik1
積分,zik1 fan1
積存,zik1 cyun4
積年,zik1 nin4
積弊,zik1 bai6
積怨,zik1 jyun3
穆斯林,muk6 si1 lam4
積木,zik1 muk6
積案,zik1 on3
積梳,zik1 so1
積極分子,zik1 gik6 fan6 zi2
積極性,zik1 gik6 sing3
穆民,muk6 man4
積水,zik1 seoi2
積澱,zik1 din6
積累,zik1 leoi5
積累,zik1 leoi6
積習,zik1 zaap6
積肥,zik1 fei4
積蓄,zik1 cuk1
積貯,zik1 cyu5
積陽,zik1 joeng4
積雨雲,zik1 jyu5 wan4
積雪,zik1 syut3
積雲,zik1 wan4
䆀,mui5
穗,seoi6
穜,tung4
穗子,seoi6 zi2
穡,sik1
穢土,wai3 tou2
穢語,wai3 jyu5
穩婆,wan2 po4
穩定性,wan2 ding6 sing3
穩態,wan2 taai3
穰,joeng4
穰,joeng5
穰,joeng6
穴,jyut6
穴位,jyut6 wai2
穴居人,jyut6 geoi1 jan4
穵,waat3
究竟,gau3 ging2
穹,kung4
穹,hung1
穹,gung1
空,hung1
穹丘,kung4 jau1
空中,hung1 zung1
空中小姐,hung1 zung1 siu2 ze2
空中少爺,hung1 zung1 siu3 je4
空中服務員,hung1 zung1 fuk6 mou6 jyun4
空中飛人,hung1 zung1 fei1 jan4
空中飛車,hung1 zung1 fei1 ce1
空位,hung1 wai2
空佬,hung1 lou2
空倉,hung1 cong1
空口,hung1 hau2
空地,hung1 dei6
空地,hung1 dei2
空城,hung1 sing4
空城計,hung1 sing4 gai3
空域,hung1 wik6
空堂,hung1 tong4
空姐,hung1 ze2
空嫂,hung1 sou2
穹宇,kung4 jyu5
空少,hung1 siu3
空山,hung1 saan1
空巢,hung1 caau4
穹廬,kung4 lou4
空弦,hung1 jin4
空心菜,hung1 sam1 coi3
空想,hung1 soeng2
空想社會主義,hung1 soeng2 se5 wui2 zyu2 ji6
空戰,hung1 zin3
空房,hung1 fong2
空手,hung1 sau2
空手道,hung1 sau2 dou6
空投,hung1 tau4
空擋,hung1 dong3
空文,hung1 man4
空暇,hung1 haa6
空格,hung1 gaak3
空格鍵,hung1 gaak3 gin6
空檔,hung1 dong3
空殼,hung1 hok3
空殼公司,hung1 hok3 gung1 si1
空氣,hung1 hei3
空氣傳染,hung1 hei3 cyun4 jim5
空氣動力學,hung1 hei3 dung6 lik6 hok6
空氣槍,hung1 hei3 coeng1
空氣污染,hung1 hei3 wu1 jim5
空氣淨化器,hung1 hei3 zing6 faa3 hei3
空氣清新劑,hung1 hei3 cing1 san1 zai1
空氣炸鍋,hung1 hei3 zaa3 wo1
空波,hung1 bo1
空洞,hung1 dung6
空港,hung1 gong2
穹漢,kung4 hon3
空白,hung1 baak6
空白點,hung1 baak6 dim2
空穴,hung1 jyut6
空窗期,hung1 coeng1 kei4
空竹,hung1 zuk1
空管,hung1 gun2
空缺,hung1 kyut3
空置率,hung1 zi3 leot2
空翻,hung1 faan1
空耳,hung1 ji5
空腔,hung1 hong1
穹蒼,kung4 cong1
空蕩,hung1 dong6
空襲,hung1 zaap6
空話,hung1 waa6
空調,hung1 tiu4
空談,hung1 taam4
空軍,hung1 gwan1
空軍基地,hung1 gwan1 gei1 dei6
空郵,hung1 jau4
空鐘,hung1 zung1
空閒,hung1 haan4
空間,hung1 gaan1
空間實驗室,hung1 gaan1 sat6 jim6 sat1
空間技術,hung1 gaan1 gei6 seot6
空間探測器,hung1 gaan1 taam3 cak1 hei3
空間探測器,hung1 gaan1 taam3 caak1 hei3
空間科學,hung1 gaan1 fo1 hok6
空間站,hung1 gaan1 zaam6
空防,hung1 fong4
穹隆,kung4 lung4
空隙,hung1 kwik1
空隙,hung1 gwik1
空集,hung1 zaap6
空難,hung1 naan6
空靈,hung1 ling4
空韻,hung1 wan6
空韻,hung1 wan5
空頭,hung1 tau4
空頭支票,hung1 tau4 zi1 piu3
空額,hung1 ngaak2
突厥人,dat6 kyut3 jan4
突厥語,dat6 kyut3 jyu5
突厥語系,dat6 kyut3 jyu5 hai6
穿堂,cyun1 tong4
穿孔機,cyun1 hung2 gei1
穿山甲,cyun1 saan1 gaap3
穿心蓮,cyun1 sam1 lin4
穿戴,cyun1 daai3
穿插,cyun1 caap3
突擊手,dat6 gik1 sau2
突擊步槍,dat6 gik1 bou6 coeng1
突擊隊,dat6 gik1 deoi2
穿梭巴士,cyun1 so1 baa1 si2
穿梭機,cyun1 so1 gei1
突發性,dat6 faat3 sing3
突破,dat6 po3
突破性,dat6 po3 sing3
窀穸,zeon1 zik6
穿著,cyun1 zoek3
穿衣,cyun1 ji1
突觸,dat6 cuk1
突變原,dat6 bin3 jyun4
突變理論,dat6 bin3 lei5 leon6
突變體,dat6 bin3 tai2
穿越道,cyun1 jyut6 dou6
窆,bin2
窊,waa1
窄腳褲,zaak3 goek3 fu3
窄軌,zaak3 gwai2
窔,jiu2
窔,ngau5
窔,jiu3
窕,tiu5
窕,diu6
窖,gaau3
窗,coeng1
窗兒,coeng1 ji4
窗友,coeng1 jau2
窗口,coeng1 hau2
窗口位,coeng1 hau2 wai2
窗口期,coeng1 hau2 kei4
窘境,kwan3 ging2
窗外,coeng1 ngoi6
窗子,coeng1 zi2
窗屜子,coeng1 tai3 zi2
窘態,kwan3 taai3
窗戶,coeng1 wu6
窗扇,coeng1 sin3
窗框,coeng1 kwaang1
窗框,coeng1 hong1
窗格子,coeng1 gaak3 zi2
窗櫺,coeng1 ling4
窘況,kwan3 fong3
窘況,kwan5 fong3
窗洞,coeng1 dung6
窗簾,coeng1 lim2
窗臺,coeng1 toi4
窗花,coeng1 faa1
窘迫,kwan3 bik1
窘迫,kwan5 baak1
窗門,coeng1 mun2
